,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
County,County Name,AEA,District #,District Name,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,Not Proficient,Proficient,Total Tested,% Proficient,,,
13,Calhoun,05,6091,South Central Calhoun,7,58,65,89.2,,13,52,65,80,,10,47,57,82.5,,12,42,54,77.8,,5,58,63,92.1,,10,55,65,84.6,,5,43,48,89.6,,,
52,Johnson,10,6093,Solon,11,105,116,90.5,,8,79,87,90.8,,18,91,109,83.5,,11,83,94,88.3,,8,87,95,91.6,,11,90,101,89.1,,4,104,108,96.3,,,
91,Warren,11,6094,Southeast Warren,8,18,26,69.2,,4,33,37,89.2,,2,25,27,92.6,,5,30,35,85.7,,6,20,26,76.9,,6,27,33,81.8,,3,21,24,87.5,,,
40,Hamilton,05,6095,South Hamilton,2,42,44,95.5,,1,35,36,97.2,,6,46,52,88.5,,6,44,50,88,,7,42,49,85.7,,6,51,57,89.5,,5,40,45,88.9,,,
94,Webster,05,6096,Southeast Webster Grand,3,34,37,91.9,,0,36,36,100,,17,61,78,78.2,,6,27,33,81.8,,6,27,33,81.8,,13,32,45,71.1,,0,0,0,,,,
73,Page,13,6097,South Page,3,8,11,72.7,,small N,small N,small N,small N,,small N,small N,small N,small N,,7,4,11,36.4,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,17,85,102,83.3,,28,62,90,68.9,,23,72,95,75.8,,18,83,101,82.2,,12,70,82,85.4,,17,80,97,82.5,,20,66,86,76.7,,,
71,O'Brien,12,6099,South O'Brien,5,35,40,87.5,,2,38,40,95,,11,25,36,69.4,,2,34,36,94.4,,3,38,41,92.7,,3,29,32,90.6,,3,38,41,92.7,,,
96,Winneshiek,01,6100,South Winneshiek,3,26,29,89.7,,7,25,32,78.1,,6,25,31,80.6,,5,19,24,79.2,,4,25,29,86.2,,5,24,29,82.8,,3,53,56,94.6,,,
77,Polk,11,6101,Southeast Polk,72,411,483,85.1,,53,440,493,89.2,,75,344,419,82.1,,72,406,478,84.9,,64,390,454,85.9,,96,383,479,80,,86,404,490,82.4,,,
21,Clay,05,6102,Spencer,15,127,142,89.4,,25,110,135,81.5,,17,116,133,87.2,,29,100,129,77.5,,13,96,109,88.1,,34,110,144,76.4,,22,112,134,83.6,,,
30,Dickinson,05,6120,Spirit Lake,11,53,64,82.8,,9,90,99,90.9,,12,46,58,79.3,,7,55,62,88.7,,3,72,75,96,,6,86,92,93.5,,16,76,92,82.6,,,
57,Linn,10,6138,Springville,3,19,22,86.4,,7,16,23,69.6,,9,22,31,71,,8,20,28,71.4,,4,12,16,75,,5,19,24,79.2,,1,26,27,96.3,,,
69,Montgomery,13,6165,Stanton,0,11,11,100,,2,15,17,88.2,,3,11,14,78.6,,2,14,16,87.5,,2,13,15,86.7,,6,15,21,71.4,,3,12,15,80,,,
33,Fayette,01,6175,Starmont,4,40,44,90.9,,6,31,37,83.8,,5,45,50,90,,17,24,41,58.5,,6,36,42,85.7,,3,25,28,89.3,,5,32,37,86.5,,,
11,Buena Vista,05,6219,Storm Lake,24,122,146,83.6,,67,104,171,60.8,,68,80,148,54.1,,53,95,148,64.2,,43,104,147,70.7,,56,80,136,58.8,,28,105,133,78.9,,,
40,Hamilton,05,6246,Stratford,4,12,16,75,,2,9,11,81.8,,small N,small N,small N,small N,,4,11,15,73.3,,0,0,0,,,0,0,0,,,0,0,0,,,,
39,Guthrie,11,6264,West Central Valley,5,61,66,92.4,,3,49,52,94.2,,2,53,55,96.4,,7,57,64,89.1,,7,54,61,88.5,,14,41,55,74.5,,7,53,60,88.3,,,
09,Bremer,07,6273,Sumner-Fredericksburg,14,52,66,78.8,,12,48,60,80,,10,46,56,82.1,,9,50,59,84.7,,11,38,49,77.6,,7,69,76,90.8,,6,51,57,89.5,,,
16,Cedar,10,6408,Tipton,10,53,63,84.1,,6,63,69,91.3,,25,44,69,63.8,,20,54,74,73,,7,63,70,90,,6,49,55,89.1,,9,51,60,85,,,
78,Pottawattamie,13,6453,Treynor,5,57,62,91.9,,13,50,63,79.4,,8,53,61,86.9,,6,55,61,90.2,,1,55,56,98.2,,5,51,56,91.1,,4,46,50,92,,,
78,Pottawattamie,13,6460,Tri-Center,6,36,42,85.7,,11,35,46,76.1,,14,35,49,71.4,,12,43,55,78.2,,8,43,51,84.3,,6,49,55,89.1,,2,44,46,95.7,,,
54,Keokuk,15,6462,Tri-County,10,5,15,33.3,,4,20,24,83.3,,6,6,12,50,,6,8,14,57.1,,4,12,16,75,,3,9,12,75,,1,17,18,94.4,,,
09,Bremer,07,6471,Tripoli,7,17,24,70.8,,7,25,32,78.1,,6,18,24,75,,8,26,34,76.5,,7,28,35,80,,10,23,33,69.7,,4,33,37,89.2,,,
96,Winneshiek,01,6509,Turkey Valley,1,18,19,94.7,,1,21,22,95.5,,0,20,20,100,,0,11,11,100,,0,28,28,100,,5,18,23,78.3,,1,24,25,96,,,
63,Marion,11,6512,Twin Cedars,4,23,27,85.2,,4,16,20,80,,5,12,17,70.6,,4,17,21,81,,7,15,22,68.2,,9,18,27,66.7,,4,29,33,87.9,,,
46,Humboldt,05,6516,Twin Rivers,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
78,Pottawattamie,13,6534,Underwood,2,46,48,95.8,,7,39,46,84.8,,11,47,58,81,,8,46,54,85.2,,8,50,58,86.2,,16,47,63,74.6,,0,58,58,100,,,
07,Black Hawk,07,6536,Union,12,69,81,85.2,,10,44,54,81.5,,14,72,86,83.7,,9,68,77,88.3,,14,85,99,85.9,,17,80,97,82.5,,10,70,80,87.5,,,
08,Boone,11,6561,United,0,24,24,100,,5,25,30,83.3,,1,15,16,93.8,,3,12,15,80,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale,35,222,257,86.4,,17,244,261,93.5,,36,226,262,86.3,,33,226,259,87.3,,23,273,296,92.2,,55,230,285,80.7,,43,259,302,85.8,,,
33,Fayette,01,6591,Valley,6,19,25,76,,2,27,29,93.1,,5,21,26,80.8,,7,23,30,76.7,,6,61,67,91,,17,61,78,78.2,,0,0,0,,,,
89,Van Buren,15,6592,Van Buren,16,11,27,40.7,,4,34,38,89.5,,18,19,37,51.4,,10,31,41,75.6,,7,32,39,82.1,,9,37,46,80.4,,6,35,41,85.4,,,
25,Dallas,11,6615,Van Meter,6,35,41,85.4,,1,46,47,97.9,,4,40,44,90.9,,5,41,46,89.1,,1,46,47,97.9,,0,49,49,100,,7,44,51,86.3,,,
17,Cerro Gordo,07,6633,Ventura,small N,small N,small N,small N,,3,9,12,75,,small N,small N,small N,small N,,2,15,17,88.2,,10,58,68,85.3,,16,59,75,78.7,,0,0,0,,,,
69,Montgomery,13,6651,Villisca,3,11,14,78.6,,2,23,25,92,,1,17,18,94.4,,7,33,40,82.5,,6,35,41,85.4,,9,30,39,76.9,,0,0,0,,,,
06,Benton,10,6660,Vinton-Shellsburg,12,99,111,89.2,,10,108,118,91.5,,12,92,104,88.5,,8,92,100,92,,6,98,104,94.2,,13,87,100,87,,14,112,126,88.9,,,
44,Henry,15,6700,Waco,4,23,27,85.2,,6,24,30,80,,7,18,25,72,,8,18,26,69.2,,4,32,36,88.9,,7,24,31,77.4,,1,18,19,94.7,,,
81,Sac,05,6741,East Sac County,23,51,74,68.9,,11,52,63,82.5,,16,41,57,71.9,,11,43,54,79.6,,5,54,59,91.5,,16,57,73,78.1,,10,54,64,84.4,,,
78,Pottawattamie,13,6750,Walnut,small N,small N,small N,small N,,small N,small N,small N,small N,,5,6,11,54.5,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
58,Louisa,15,6759,Wapello,10,21,31,67.7,,7,27,34,79.4,,2,25,27,92.6,,14,31,45,68.9,,12,43,55,78.2,,15,43,58,74.1,,11,34,45,75.6,,,
09,Bremer,07,6762,Wapsie Valley,5,55,60,91.7,,11,47,58,81,,12,49,61,80.3,,11,41,52,78.8,,1,54,55,98.2,,9,51,60,85,,1,48,49,98,,,
92,Washington,10,6768,Washington,24,66,90,73.3,,18,83,101,82.2,,18,82,100,82,,31,66,97,68,,16,116,132,87.9,,38,100,138,72.5,,14,93,107,86.9,,,
07,Black Hawk,07,6795,Waterloo,302,452,754,59.9,,261,464,725,64,,220,500,720,69.4,,228,443,671,66,,184,463,647,71.6,,235,380,615,61.8,,196,421,617,68.2,,,
25,Dallas,11,6822,Waukee,59,611,670,91.2,,54,571,625,91.4,,43,566,609,92.9,,57,543,600,90.5,,45,546,591,92.4,,68,524,592,88.5,,41,467,508,91.9,,,
09,Bremer,07,6840,Waverly-Shell Rock,13,122,135,90.4,,12,139,151,92.1,,23,116,139,83.5,,19,140,159,88.1,,13,129,142,90.8,,24,145,169,85.8,,9,144,153,94.1,,,
93,Wayne,15,6854,Wayne,1,32,33,97,,5,29,34,85.3,,8,32,40,80,,5,26,31,83.9,,3,39,42,92.9,,3,27,30,90,,3,20,23,87,,,
40,Hamilton,05,6867,Webster City,26,83,109,76.1,,15,86,101,85.1,,17,88,105,83.8,,17,78,95,82.1,,12,90,102,88.2,,16,105,121,86.8,,12,110,122,90.2,,,
74,Palo Alto,05,6921,West Bend-Mallard,2,19,21,90.5,,3,14,17,82.4,,3,18,21,85.7,,8,22,30,73.3,,2,22,24,91.7,,6,24,30,80,,4,25,29,86.2,,,
16,Cedar,10,6930,West Branch,5,37,42,88.1,,14,40,54,74.1,,9,42,51,82.4,,14,51,65,78.5,,13,44,57,77.2,,7,54,61,88.5,,6,50,56,89.3,,,
29,Des Moines,15,6937,West Burlington Ind,5,51,56,91.1,,13,58,71,81.7,,16,34,50,68,,16,44,60,73.3,,9,37,46,80.4,,20,44,64,68.8,,7,42,49,85.7,,,
33,Fayette,01,6943,West Central,1,13,14,92.9,,0,18,18,100,,3,16,19,84.2,,2,12,14,85.7,,3,12,15,80,,0,19,19,100,,0,29,29,100,,,
28,Delaware,01,6950,West Delaware County,12,92,104,88.5,,18,79,97,81.4,,19,79,98,80.6,,25,82,107,76.6,,9,78,87,89.7,,11,89,100,89,,15,99,114,86.8,,,
77,Polk,11,6957,West Des Moines,93,506,599,84.5,,82,499,581,85.9,,60,531,591,89.8,,89,548,637,86,,68,588,656,89.6,,91,512,603,84.9,,72,576,648,88.9,,,
31,Dubuque,01,6961,Western Dubuque,26,181,207,87.4,,28,183,211,86.7,,24,158,182,86.8,,26,184,210,87.6,,17,190,207,91.8,,15,203,218,93.1,,12,201,213,94.4,,,
43,Harrison,13,6969,West Harrison,4,12,16,75,,3,10,13,76.9,,10,10,20,50,,7,16,23,69.6,,3,18,21,85.7,,7,13,20,65,,6,17,23,73.9,,,
70,Muscatine,09,6975,West Liberty,25,57,82,69.5,,25,44,69,63.8,,32,54,86,62.8,,17,61,78,78.2,,9,75,84,89.3,,17,77,94,81.9,,11,64,75,85.3,,,
60,Lyon,12,6983,West Lyon,11,51,62,82.3,,11,59,70,84.3,,14,58,72,80.6,,7,53,60,88.3,,7,52,59,88.1,,14,44,58,75.9,,5,40,45,88.9,,,
64,Marshall,07,6985,West Marshall,4,61,65,93.8,,9,58,67,86.6,,7,59,66,89.4,,13,57,70,81.4,,1,63,64,98.4,,3,67,70,95.7,,3,49,52,94.2,,,
67,Monona,12,6987,West Monona,18,37,55,67.3,,14,37,51,72.5,,20,29,49,59.2,,23,28,51,54.9,,8,39,47,83,,3,27,30,90,,8,36,44,81.8,,,
84,Sioux,12,6990,West Sioux,15,37,52,71.2,,13,41,54,75.9,,11,39,50,78,,7,42,49,85.7,,10,44,54,81.5,,17,32,49,65.3,,1,38,39,97.4,,,
97,Woodbury,12,6992,Westwood,2,35,37,94.6,,4,32,36,88.9,,5,31,36,86.1,,2,17,19,89.5,,13,27,40,67.5,,11,24,35,68.6,,11,21,32,65.6,,,
67,Monona,12,7002,Whiting,2,17,19,89.5,,0,20,20,100,,5,9,14,64.3,,2,12,14,85.7,,small N,small N,small N,small N,,4,11,15,73.3,,2,9,11,81.8,,,
48,Iowa,10,7029,Williamsburg,19,53,72,73.6,,22,54,76,71.1,,21,52,73,71.2,,9,60,69,87,,1,55,56,98.2,,8,70,78,89.7,,6,72,78,92.3,,,
70,Muscatine,09,7038,Wilton,9,44,53,83,,8,47,55,85.5,,10,46,56,82.1,,20,43,63,68.3,,7,39,46,84.8,,8,44,52,84.6,,6,47,53,88.7,,,
44,Henry,15,7047,Winfield-Mt Union,4,25,29,86.2,,5,24,29,82.8,,3,21,24,87.5,,5,25,30,83.3,,10,15,25,60,,12,13,25,52,,7,27,34,79.4,,,
61,Madison,11,7056,Winterset,25,90,115,78.3,,10,113,123,91.9,,8,117,125,93.6,,2,90,92,97.8,,9,130,139,93.5,,24,98,122,80.3,,14,109,123,88.6,,,
43,Harrison,13,7092,Woodbine,3,27,30,90,,5,22,27,81.5,,8,28,36,77.8,,7,26,33,78.8,,2,20,22,90.9,,9,20,29,69,,4,19,23,82.6,,,
97,Woodbury,12,7098,Woodbury Central,7,34,41,82.9,,7,30,37,81.1,,6,32,38,84.2,,14,31,45,68.9,,1,36,37,97.3,,4,45,49,91.8,,4,40,44,90.9,,,
25,Dallas,11,7110,Woodward-Granger,4,48,52,92.3,,3,51,54,94.4,,15,38,53,71.7,,15,42,57,73.7,,7,48,55,87.3,,12,36,48,75,,8,42,50,84,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,State,"6,404","26,535","32,939",80.6,,"6,425","26,107","32,532",80.3,,"7,111","25,189","32,300",78.0,,"6,895","25,252","32,147",78.6,,"5,044","27,016","32,060",84.3,,"7,341","25,099","32,440",77.4,,"4,856","26,396","31,252",84.5,,,
