,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
83,Shelby,13,2826,Harlan Comm School District,24,69,93,74.2,,25,75,100,75,,16,68,84,81,,17,79,96,82.3,,13,89,102,87.3,,22,113,135,83.7,,16,117,133,88,,,
89,Van Buren,15,2834,Harmony Comm School District,3,14,17,82.4,,1,13,14,92.9,,8,17,25,68,,8,8,16,50,,0,0,0,,,0,0,0,,,0,0,0,,,,
30,Dickinson,05,2846,Harris-Lake Park Comm School District,4,12,16,75,,3,28,31,90.3,,3,26,29,89.7,,2,19,21,90.5,,5,18,23,78.3,,8,26,34,76.5,,1,18,19,94.7,,,
71,O'Brien,12,2862,Hartley-Melvin-Sanborn Comm School District,7,28,35,80,,11,31,42,73.8,,14,40,54,74.1,,13,36,49,73.5,,4,28,32,87.5,,19,23,42,54.8,,11,23,34,67.6,,,
92,Washington,10,2977,Highland Comm School District,18,22,40,55,,16,29,45,64.4,,11,39,50,78,,13,29,42,69,,19,29,48,60.4,,14,26,40,65,,9,35,44,79.5,,,
75,Plymouth,12,2988,Hinton Comm School District,6,44,50,88,,5,62,67,92.5,,12,35,47,74.5,,7,52,59,88.1,,11,51,62,82.3,,1,44,45,97.8,,7,41,48,85.4,,,
45,Howard,01,3029,Howard-Winneshiek Comm School District,18,52,70,74.3,,29,46,75,61.3,,15,42,57,73.7,,17,67,84,79.8,,14,61,75,81.3,,20,56,76,73.7,,19,70,89,78.7,,,
42,Hardin,07,3033,Hubbard-Radcliffe Comm School District,8,18,26,69.2,,11,25,36,69.4,,5,11,16,68.8,,11,54,65,83.1,,18,42,60,70,,15,45,60,75,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson Comm School District,14,38,52,73.1,,3,53,56,94.6,,13,44,57,77.2,,8,35,43,81.4,,9,44,53,83,,17,47,64,73.4,,4,40,44,90.9,,,
46,Humboldt,05,3060,Humboldt Comm School District,15,63,78,80.8,,13,63,76,82.9,,15,73,88,83,,29,78,107,72.9,,24,76,100,76,,23,83,106,78.3,,12,91,103,88.3,,,
10,Buchanan,07,3105,Independence Comm School District,12,77,89,86.5,,19,74,93,79.6,,14,74,88,84.1,,24,70,94,74.5,,21,71,92,77.2,,32,58,90,64.4,,17,90,107,84.1,,,
91,Warren,11,3114,Indianola Comm School District,39,203,242,83.9,,32,217,249,87.1,,38,206,244,84.4,,31,200,231,86.6,,35,203,238,85.3,,50,236,286,82.5,,37,203,240,84.6,,,
61,Madison,11,3119,Interstate 35 Comm School District,10,50,60,83.3,,17,46,63,73,,14,56,70,80,,20,41,61,67.2,,13,46,59,78,,13,37,50,74,,10,57,67,85.1,,,
52,Johnson,10,3141,Iowa City Comm School District,265,738,1003,73.6,,231,728,959,75.9,,237,702,939,74.8,,224,664,888,74.8,,203,745,948,78.6,,180,716,896,79.9,,191,680,871,78.1,,,
42,Hardin,07,3150,Iowa Falls Comm School District,17,48,65,73.8,,23,47,70,67.1,,16,65,81,80.2,,0,0,0,,,16,72,88,81.8,,16,76,92,82.6,,18,79,97,81.4,,,
48,Iowa,10,3154,Iowa Valley Comm School District,5,32,37,86.5,,3,33,36,91.7,,6,30,36,83.3,,5,30,35,85.7,,13,28,41,68.3,,13,20,33,60.6,,7,21,28,75,,,
14,Carroll,13,3168,IKM-Manning Comm School District,7,28,35,80,,5,34,39,87.2,,6,38,44,86.4,,6,34,40,85,,15,39,54,72.2,,13,32,45,71.1,,7,36,43,83.7,,,
09,Bremer,07,3186,Janesville Consolidated School District,4,14,18,77.8,,4,27,31,87.1,,1,16,17,94.1,,9,15,24,62.5,,4,20,24,83.3,,5,21,26,80.8,,3,24,27,88.9,,,
37,Greene,05,3195,Greene County Comm School District,16,62,78,79.5,,17,71,88,80.7,,25,65,90,72.2,,16,61,77,79.2,,21,55,76,72.4,,20,79,99,79.8,,10,84,94,89.4,,,
10,Buchanan,07,3204,Jesup Comm School District,21,53,74,71.6,,26,59,85,69.4,,21,59,80,73.8,,16,52,68,76.5,,14,60,74,81.1,,10,50,60,83.3,,6,43,49,87.8,,,
77,Polk,11,3231,Johnston Comm School District,42,403,445,90.6,,47,423,470,90,,46,426,472,90.3,,69,417,486,85.8,,55,450,505,89.1,,67,447,514,87,,51,416,467,89.1,,,
56,Lee,15,3312,Keokuk Comm School District,43,86,129,66.7,,43,96,139,69.1,,34,82,116,70.7,,41,67,108,62,,32,85,117,72.6,,38,67,105,63.8,,39,88,127,69.3,,,
54,Keokuk,15,3330,Keota Comm School District,4,20,24,83.3,,5,22,27,81.5,,12,16,28,57.1,,1,17,18,94.4,,4,6,10,60,,7,20,27,74.1,,4,16,20,80,,,
75,Plymouth,12,3348,Kingsley-Pierson Comm School District,6,23,29,79.3,,2,26,28,92.9,,9,20,29,69,,7,34,41,82.9,,6,19,25,76,,10,28,38,73.7,,6,31,37,83.8,,,
63,Marion,11,3375,Knoxville Comm School District,32,85,117,72.6,,31,96,127,75.6,,30,87,117,74.4,,29,81,110,73.6,,20,85,105,81,,21,87,108,80.6,,29,79,108,73.1,,,
95,Winnebago,07,3420,Lake Mills Comm School District,9,35,44,79.5,,10,46,56,82.1,,10,46,56,82.1,,10,37,47,78.7,,6,34,40,85,,11,41,52,78.8,,11,41,52,78.8,,,
27,Decatur,13,3465,Lamoni Comm School District,9,12,21,57.1,,9,10,19,52.6,,7,15,22,68.2,,9,16,25,64,,7,22,29,75.9,,8,21,29,72.4,,13,14,27,51.9,,,
76,Pocahontas,05,3537,Laurens-Marathon Comm School District,6,6,12,50,,11,6,17,35.3,,5,10,15,66.7,,6,12,18,66.7,,small N,small N,small N,small N,,6,7,13,53.8,,small N,small N,small N,small N,,,
97,Woodbury,12,3555,Lawton-Bronson Comm School District,3,33,36,91.7,,7,43,50,86,,0,42,42,100,,7,31,38,81.6,,10,37,47,78.7,,5,37,42,88.1,,5,30,35,85.7,,,
75,Plymouth,12,3600,Le Mars Comm School District,38,121,159,76.1,,38,118,156,75.6,,28,119,147,81,,22,109,131,83.2,,14,123,137,89.8,,28,134,162,82.7,,24,127,151,84.1,,,
87,Taylor,13,3609,Lenox Comm School District,3,38,41,92.7,,6,23,29,79.3,,7,25,32,78.1,,4,32,36,88.9,,17,23,40,57.5,,5,22,27,81.5,,3,27,30,90,,,
78,Pottawattamie,13,3645,Lewis Central Comm School District,49,149,198,75.3,,46,146,192,76,,54,154,208,74,,63,123,186,66.1,,63,160,223,71.7,,66,128,194,66,,39,186,225,82.7,,,
16,Cedar,10,3691,North Cedar Comm School District,16,31,47,66,,7,27,34,79.4,,9,41,50,82,,16,35,51,68.6,,14,32,46,69.6,,15,34,49,69.4,,12,44,56,78.6,,,
57,Linn,10,3715,Linn-Mar Comm School District,91,412,503,81.9,,91,445,536,83,,94,446,540,82.6,,92,426,518,82.2,,69,459,528,86.9,,96,442,538,82.2,,81,412,493,83.6,,,
57,Linn,10,3744,Lisbon Comm School District,7,45,52,86.5,,10,40,50,80,,8,46,54,85.2,,12,34,46,73.9,,9,29,38,76.3,,9,41,50,82,,7,38,45,84.4,,,
43,Harrison,13,3798,Logan-Magnolia Comm School District,7,43,50,86,,4,41,45,91.1,,12,34,46,73.9,,9,36,45,80,,10,30,40,75,,6,37,43,86,,12,46,58,79.3,,,
52,Johnson,10,3816,Lone Tree Comm School District,8,29,37,78.4,,5,31,36,86.1,,7,19,26,73.1,,7,32,39,82.1,,15,24,39,61.5,,10,29,39,74.4,,5,24,29,82.8,,,
58,Louisa,09,3841,Louisa-Muscatine Comm School District,4,51,55,92.7,,15,40,55,72.7,,9,47,56,83.9,,8,49,57,86,,16,48,64,75,,19,40,59,67.8,,7,52,59,88.1,,,
55,Kossuth,05,3897,LuVerne Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,2,14,16,87.5,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully Comm School District,3,30,33,90.9,,10,23,33,69.7,,14,18,32,56.3,,7,38,45,84.4,,6,27,33,81.8,,4,34,38,89.5,,5,31,36,86.1,,,
08,Boone,11,3942,Madrid Comm School District,12,36,48,75,,7,32,39,82.1,,15,43,58,74.1,,15,30,45,66.7,,5,36,41,87.8,,12,50,62,80.6,,8,40,48,83.3,,,
65,Mills,13,3978,East Mills Comm School District,9,15,24,62.5,,4,30,34,88.2,,4,33,37,89.2,,3,30,33,90.9,,8,20,28,71.4,,7,24,31,77.4,,1,23,24,95.8,,,
13,Calhoun,05,4023,Manson Northwest Webster Comm School District,8,34,42,81,,19,42,61,68.9,,20,32,52,61.5,,5,46,51,90.2,,16,40,56,71.4,,12,36,48,75,,8,41,49,83.7,,,
67,Monona,12,4033,Maple Valley-Anthon Oto Comm School District,11,36,47,76.6,,13,29,42,69,,10,41,51,80.4,,19,28,47,59.6,,9,30,39,76.9,,11,23,34,67.6,,8,32,40,80,,,
49,Jackson,09,4041,Maquoketa Comm School District,22,56,78,71.8,,32,59,91,64.8,,16,59,75,78.7,,25,53,78,67.9,,27,61,88,69.3,,32,67,99,67.7,,20,80,100,80,,,
28,Delaware,01,4043,Maquoketa Valley Comm School District,3,47,50,94,,4,43,47,91.5,,5,40,45,88.9,,6,36,42,85.7,,4,43,47,91.5,,9,47,56,83.9,,13,39,52,75,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn Comm School District,2,24,26,92.3,,1,24,25,96,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,7,17,24,70.8,,,
57,Linn,10,4086,Marion Independent School District,24,122,146,83.6,,32,86,118,72.9,,40,102,142,71.8,,36,117,153,76.5,,31,106,137,77.4,,30,123,153,80.4,,19,143,162,88.3,,,
64,Marshall,07,4104,Marshalltown Comm School District,149,215,364,59.1,,144,183,327,56,,136,188,324,58,,113,206,319,64.6,,134,190,324,58.6,,140,188,328,57.3,,118,210,328,64,,,
91,Warren,11,4122,Martensdale-St Marys Comm School District,5,25,30,83.3,,6,23,29,79.3,,12,33,45,73.3,,7,22,29,75.9,,16,22,38,57.9,,11,32,43,74.4,,16,28,44,63.6,,,
17,Cerro Gordo,07,4131,Mason City Comm School District,96,206,302,68.2,,91,194,285,68.1,,87,193,280,68.9,,74,176,250,70.4,,88,182,270,67.4,,63,169,232,72.8,,67,164,231,71,,,
84,Sioux,12,4149,MOC-Floyd Valley Comm School District,3,108,111,97.3,,8,75,83,90.4,,9,99,108,91.7,,26,82,108,75.9,,12,85,97,87.6,,16,60,76,78.9,,9,82,91,90.1,,,
29,Des Moines,15,4203,Mediapolis Comm School District,8,58,66,87.9,,12,44,56,78.6,,6,55,61,90.2,,18,37,55,67.3,,8,44,52,84.6,,12,42,54,77.8,,3,50,53,94.3,,,
63,Marion,11,4212,Melcher-Dallas Comm School District,9,24,33,72.7,,7,25,32,78.1,,2,15,17,88.2,,7,20,27,74.1,,8,17,25,68,,7,19,26,73.1,,4,17,21,81,,,
53,Jones,10,4269,Midland Comm School District,10,20,30,66.7,,8,31,39,79.5,,12,19,31,61.3,,6,29,35,82.9,,13,18,31,58.1,,4,26,30,86.7,,15,12,27,44.4,,,
92,Washington,10,4271,Mid-Prairie Comm School District,30,68,98,69.4,,19,74,93,79.6,,17,79,96,82.3,,19,83,102,81.4,,23,79,102,77.5,,22,71,93,76.3,,14,66,80,82.5,,,
43,Harrison,13,4356,Missouri Valley Comm School District,13,38,51,74.5,,22,37,59,62.7,,15,40,55,72.7,,13,41,54,75.9,,9,43,52,82.7,,20,50,70,71.4,,15,56,71,78.9,,,
22,Clayton,01,4419,MFL MarMac Comm School District,14,53,67,79.1,,10,45,55,81.8,,10,51,61,83.6,,17,34,51,66.7,,16,36,52,69.2,,13,33,46,71.7,,7,36,43,83.7,,,
79,Poweshiek,07,4437,Montezuma Comm School District,3,34,37,91.9,,2,36,38,94.7,,2,30,32,93.8,,2,28,30,93.3,,7,27,34,79.4,,8,24,32,75,,5,33,38,86.8,,,
53,Jones,10,4446,Monticello Comm School District,18,51,69,73.9,,7,53,60,88.3,,7,62,69,89.9,,25,69,94,73.4,,22,54,76,71.1,,16,77,93,82.8,,9,73,82,89,,,
04,Appanoose,15,4491,Moravia Comm School District,2,25,27,92.6,,7,13,20,65,,9,18,27,66.7,,6,20,26,76.9,,5,15,20,75,,8,23,31,74.2,,7,14,21,66.7,,,
93,Wayne,13,4505,Mormon Trail Comm School District,7,5,12,41.7,,3,11,14,78.6,,5,11,16,68.8,,4,12,16,75,,9,9,18,50,,8,8,16,50,,2,8,10,80,,,
58,Louisa,15,4509,Morning Sun Comm School District,3,17,20,85,,7,8,15,53.3,,1,11,12,91.7,,1,15,16,93.8,,small N,small N,small N,small N,,5,10,15,66.7,,2,13,15,86.7,,,
04,Appanoose,15,4518,Moulton-Udell Comm School District,3,10,13,76.9,,8,8,16,50,,6,10,16,62.5,,4,6,10,60,,2,10,12,83.3,,4,12,16,75,,1,10,11,90.9,,,
80,Ringgold,13,4527,Mount Ayr Comm School District,10,35,45,77.8,,18,33,51,64.7,,7,33,40,82.5,,8,47,55,85.5,,9,30,39,76.9,,12,34,46,73.9,,3,41,44,93.2,,,
44,Henry,15,4536,Mount Pleasant Comm School District,28,109,137,79.6,,39,96,135,71.1,,35,81,116,69.8,,47,102,149,68.5,,39,79,118,66.9,,50,91,141,64.5,,23,109,132,82.6,,,
57,Linn,10,4554,Mount Vernon Comm School District,13,92,105,87.6,,17,76,93,81.7,,7,87,94,92.6,,13,89,102,87.3,,8,80,88,90.9,,6,91,97,93.8,,9,81,90,90,,,
20,Clarke,13,4572,Murray Comm School District,1,17,18,94.4,,1,22,23,95.7,,6,16,22,72.7,,11,17,28,60.7,,6,17,23,73.9,,8,15,23,65.2,,1,19,20,95,,,
70,Muscatine,09,4581,Muscatine Comm School District,94,288,382,75.4,,106,241,347,69.5,,99,274,373,73.5,,112,239,351,68.1,,99,245,344,71.2,,91,282,373,75.6,,110,228,338,67.5,,,
09,Bremer,07,4599,Nashua-Plainfield Comm School District,10,40,50,80,,7,41,48,85.4,,10,29,39,74.4,,10,29,39,74.4,,11,31,42,73.8,,11,34,45,75.6,,13,44,57,77.2,,,
85,Story,11,4617,Nevada Comm School District,18,91,109,83.5,,16,94,110,85.5,,22,87,109,79.8,,21,86,107,80.4,,19,86,105,81.9,,22,93,115,80.9,,25,82,107,76.6,,,
11,Buena Vista,05,4644,Newell-Fonda Comm School District,4,25,29,86.2,,9,28,37,75.7,,2,23,25,92,,13,31,44,70.5,,9,30,39,76.9,,4,24,28,85.7,,17,34,51,66.7,,,
19,Chickasaw,01,4662,New Hampton Comm School District,13,43,56,76.8,,8,54,62,87.1,,23,50,73,68.5,,14,58,72,80.6,,11,40,51,78.4,,14,54,68,79.4,,21,63,84,75,,,
44,Henry,15,4689,New London Comm School District,14,23,37,62.2,,3,31,34,91.2,,4,22,26,84.6,,16,31,47,66,,11,27,38,71.1,,6,27,33,81.8,,9,29,38,76.3,,,
50,Jasper,11,4725,Newton Comm School District,49,147,196,75,,40,155,195,79.5,,28,163,191,85.3,,48,154,202,76.2,,38,156,194,80.4,,56,156,212,73.6,,44,153,197,77.7,,,
98,Worth,07,4772,Central Springs Comm School District,12,42,54,77.8,,8,42,50,84,,16,32,48,66.7,,15,30,45,66.7,,14,53,67,79.1,,9,31,40,77.5,,7,44,51,86.3,,,
23,Clinton,09,4773,Northeast Comm School District,8,39,47,83,,6,53,59,89.8,,14,51,65,78.5,,8,39,47,83,,9,41,50,82,,6,51,57,89.5,,14,60,74,81.1,,,
33,Fayette,01,4774,North Fayette Comm School District,10,42,52,80.8,,7,40,47,85.1,,3,44,47,93.6,,9,45,54,83.3,,0,0,0,,,0,0,0,,,16,70,86,81.4,,,
40,Hamilton,05,4775,Northeast Hamilton Comm School District,1,11,12,91.7,,2,9,11,81.8,,5,8,13,61.5,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
62,Mahaska,15,4776,North Mahaska Comm School District,3,35,38,92.1,,10,38,48,79.2,,4,22,26,84.6,,9,29,38,76.3,,4,32,36,88.9,,4,24,28,85.7,,10,29,39,74.4,,,
57,Linn,10,4777,North Linn Comm School District,14,33,47,70.2,,7,29,36,80.6,,11,31,42,73.8,,9,33,42,78.6,,2,51,53,96.2,,12,45,57,78.9,,10,31,41,75.6,,,
55,Kossuth,05,4778,North Kossuth Comm School District,1,12,13,92.3,,5,16,21,76.2,,5,21,26,80.8,,16,20,36,55.6,,12,35,47,74.5,,16,30,46,65.2,,0,0,0,,,,
77,Polk,11,4779,North Polk Comm School District,16,111,127,87.4,,12,124,136,91.2,,8,113,121,93.4,,23,98,121,81,,9,93,102,91.2,,12,115,127,90.6,,14,86,100,86,,,
82,Scott,09,4784,North Scott Comm School District,36,170,206,82.5,,22,186,208,89.4,,34,190,224,84.8,,51,183,234,78.2,,44,173,217,79.7,,47,182,229,79.5,,39,186,225,82.7,,,
86,Tama,07,4785,North Tama County Comm School District,2,22,24,91.7,,3,30,33,90.9,,10,24,34,70.6,,5,25,30,83.3,,7,28,35,80,,7,29,36,80.6,,9,23,32,71.9,,,
96,Winneshiek,01,4787,North Winneshiek Comm School District,3,15,18,83.3,,small N,small N,small N,small N,,2,11,13,84.6,,1,11,12,91.7,,3,10,13,76.9,,1,9,10,90,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett Comm School District,8,31,39,79.5,,11,31,42,73.8,,4,33,37,89.2,,8,21,29,72.4,,10,27,37,73,,10,30,40,75,,4,35,39,89.7,,,
91,Warren,11,4797,Norwalk Comm School District,28,172,200,86,,44,139,183,76,,31,181,212,85.4,,33,192,225,85.3,,28,179,207,86.5,,17,146,163,89.6,,32,165,197,83.8,,,
81,Sac,05,4860,Odebolt-Arthur Comm School District,2,13,15,86.7,,4,20,24,83.3,,4,20,24,83.3,,17,51,68,75,,10,55,65,84.6,,13,54,67,80.6,,0,0,0,,,,
33,Fayette,01,4869,Oelwein Comm School District,30,46,76,60.5,,19,65,84,77.4,,29,67,96,69.8,,27,57,84,67.9,,22,54,76,71.1,,35,48,83,57.8,,13,50,63,79.4,,,
08,Boone,11,4878,Ogden Comm School District,7,43,50,86,,10,36,46,78.3,,8,50,58,86.2,,5,36,41,87.8,,8,33,41,80.5,,15,38,53,71.7,,10,46,56,82.1,,,
30,Dickinson,05,4890,Okoboji Comm School District,12,58,70,82.9,,9,60,69,87,,8,65,73,89,,11,63,74,85.1,,13,61,74,82.4,,11,52,63,82.5,,6,47,53,88.7,,,
53,Jones,10,4905,Olin Consolidated School District,1,9,10,90,,3,11,14,78.6,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,3,9,12,75,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,5,5,10,50,,,
66,Mitchell,07,4995,Osage Comm School District,9,64,73,87.7,,14,47,61,77,,14,48,62,77.4,,14,61,75,81.3,,16,41,57,71.9,,27,32,59,54.2,,13,56,69,81.2,,,
62,Mahaska,15,5013,Oskaloosa Comm School District,48,111,159,69.8,,42,98,140,70,,44,120,164,73.2,,47,108,155,69.7,,39,107,146,73.3,,68,107,175,61.1,,45,113,158,71.5,,,
90,Wapello,15,5049,Ottumwa Comm School District,115,180,295,61,,144,198,342,57.9,,128,168,296,56.8,,113,194,307,63.2,,99,195,294,66.3,,97,175,272,64.3,,65,202,267,75.7,,,
39,Guthrie,11,5121,Panorama Comm School District,9,31,40,77.5,,11,27,38,71.1,,11,36,47,76.6,,8,39,47,83,,23,42,65,64.6,,17,46,63,73,,10,42,52,80.8,,,
37,Greene,05,5139,Paton-Churdan Comm School District,3,16,19,84.2,,1,10,11,90.9,,small N,small N,small N,small N,,2,10,12,83.3,,1,16,17,94.1,,3,9,12,75,,2,10,12,83.3,,,
50,Jasper,11,5160,PCM Comm School District,16,68,84,81,,12,61,73,83.6,,16,53,69,76.8,,12,57,69,82.6,,12,52,64,81.3,,17,68,85,80,,7,56,63,88.9,,,
54,Keokuk,15,5163,Pekin Comm School District,7,46,53,86.8,,5,29,34,85.3,,4,32,36,88.9,,8,49,57,86,,7,35,42,83.3,,12,38,50,76,,14,40,54,74.1,,,
63,Marion,11,5166,Pella Comm School District,17,162,179,90.5,,22,129,151,85.4,,14,148,162,91.4,,16,150,166,90.4,,12,128,140,91.4,,28,134,162,82.7,,20,133,153,86.9,,,
25,Dallas,11,5184,Perry Comm School District,34,73,107,68.2,,47,65,112,58,,32,79,111,71.2,,34,57,91,62.6,,42,74,116,63.8,,26,68,94,72.3,,47,100,147,68,,,
82,Scott,09,5250,Pleasant Valley Comm School District,29,269,298,90.3,,35,304,339,89.7,,43,294,337,87.2,,37,287,324,88.6,,33,304,337,90.2,,36,280,316,88.6,,33,316,349,90.5,,,
63,Marion,11,5256,Pleasantville Comm School District,5,44,49,89.8,,4,45,49,91.8,,5,48,53,90.6,,9,39,48,81.3,,11,39,50,78,,5,40,45,88.9,,7,51,58,87.9,,,
76,Pocahontas,05,5283,Pocahontas Area Comm School District,7,29,36,80.6,,8,29,37,78.4,,4,27,31,87.1,,7,40,47,85.1,,8,44,52,84.6,,10,41,51,80.4,,9,35,44,79.5,,,
03,Allamakee,01,5310,Postville Comm School District,20,26,46,56.5,,30,35,65,53.8,,30,21,51,41.2,,27,18,45,40,,26,25,51,49,,23,23,46,50,,30,18,48,37.5,,,
94,Webster,05,5325,,11,35,46,76.1,,8,32,40,80,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,12,52,64,81.3,,,
69,Montgomery,13,5463,Red Oak Comm School District,18,48,66,72.7,,20,67,87,77,,18,53,71,74.6,,14,52,66,78.8,,23,58,81,71.6,,18,52,70,74.3,,15,55,70,78.6,,,
75,Plymouth,12,5486,Remsen-Union Comm School District,4,17,21,81,,8,23,31,74.2,,15,16,31,51.6,,8,13,21,61.9,,2,14,16,87.5,,3,12,15,80,,0,0,0,,,,
45,Howard,01,5508,Riceville Comm School District,3,20,23,87,,5,24,29,82.8,,2,20,22,90.9,,7,12,19,63.2,,11,13,24,54.2,,4,21,25,84,,10,15,25,60,,,
78,Pottawattamie,13,5510,Riverside Comm School District,13,35,48,72.9,,12,26,38,68.4,,7,39,46,84.8,,18,31,49,63.3,,9,18,27,66.7,,12,29,41,70.7,,8,27,35,77.1,,,
84,Sioux,12,5607,Rock Valley Comm School District,11,48,59,81.4,,16,44,60,73.3,,22,46,68,67.6,,17,46,63,73,,12,42,54,77.8,,14,40,54,74.1,,10,38,48,79.2,,,
85,Story,11,5643,Roland-Story Comm School District,10,59,69,85.5,,11,66,77,85.7,,10,74,84,88.1,,17,55,72,76.4,,14,52,66,78.8,,15,64,79,81,,17,65,82,79.3,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk Comm School District,8,20,28,71.4,,8,25,33,75.8,,4,25,29,86.2,,7,20,27,74.1,,10,22,32,68.8,,10,26,36,72.2,,12,32,44,72.7,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire Comm School District,1,11,12,91.7,,2,9,11,81.8,,1,13,14,92.9,,7,8,15,53.3,,3,7,10,70,,3,10,13,76.9,,2,12,14,85.7,,,
66,Mitchell,07,5751,St Ansgar Comm School District,1,44,45,97.8,,5,30,35,85.7,,12,32,44,72.7,,8,33,41,80.5,,6,37,43,86,,3,47,50,94,,6,45,51,88.2,,,
77,Polk,11,5805,Saydel Comm School District,36,55,91,60.4,,31,54,85,63.5,,17,63,80,78.8,,25,69,94,73.4,,32,58,90,64.4,,19,69,88,78.4,,31,61,92,66.3,,,
81,Sac,05,5823,Schaller-Crestland Comm School District,10,23,33,69.7,,8,16,24,66.7,,7,21,28,75,,14,35,49,71.4,,4,50,54,92.6,,6,36,42,85.7,,0,0,0,,,,
24,Crawford,12,5832,Schleswig Comm School District,6,20,26,76.9,,2,16,18,88.9,,2,13,15,86.7,,4,14,18,77.8,,small N,small N,small N,small N,,6,12,18,66.7,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton Comm School District,21,91,112,81.3,,20,115,135,85.2,,28,77,105,73.3,,22,99,121,81.8,,27,85,112,75.9,,18,105,123,85.4,,10,98,108,90.7,,,
93,Wayne,15,5895,Seymour Comm School District,9,14,23,60.9,,8,8,16,50,,10,10,20,50,,7,16,23,69.6,,4,12,16,75,,8,9,17,52.9,,2,9,11,81.8,,,
17,Cerro Gordo,07,5922,West Fork CSD,11,33,44,75,,13,39,52,75,,7,33,40,82.5,,14,29,43,67.4,,12,35,47,74.5,,8,42,50,84,,12,36,48,75,,,
71,O'Brien,12,5949,Sheldon Comm School District,9,55,64,85.9,,11,57,68,83.8,,14,54,68,79.4,,14,56,70,80,,17,56,73,76.7,,10,60,70,85.7,,20,65,85,76.5,,,
73,Page,13,5976,Shenandoah Comm School District,6,62,68,91.2,,15,59,74,79.7,,10,63,73,86.3,,8,49,57,86,,19,48,67,71.6,,21,47,68,69.1,,10,54,64,84.4,,,
72,Osceola,12,5994,Sibley-Ocheyedan Comm School District,13,46,59,78,,11,37,48,77.1,,18,42,60,70,,17,45,62,72.6,,9,47,56,83.9,,20,46,66,69.7,,16,41,57,71.9,,,
36,Fremont,13,6003,Sidney Comm School District,5,12,17,70.6,,7,12,19,63.2,,5,15,20,75,,4,21,25,84,,3,19,22,86.4,,7,24,31,77.4,,3,23,26,88.5,,,
54,Keokuk,15,6012,Sigourney Comm School District,4,24,28,85.7,,12,26,38,68.4,,7,20,27,74.1,,13,32,45,71.1,,7,31,38,81.6,,7,37,44,84.1,,9,30,39,76.9,,,
84,Sioux,12,6030,Sioux Center Comm School District,18,75,93,80.6,,14,76,90,84.4,,32,69,101,68.3,,24,70,94,74.5,,21,58,79,73.4,,11,67,78,85.9,,11,73,84,86.9,,,
11,Buena Vista,05,6035,Sioux Central Comm School District,10,37,47,78.7,,7,24,31,77.4,,5,35,40,87.5,,9,43,52,82.7,,15,32,47,68.1,,10,45,55,81.8,,14,49,63,77.8,,,
97,Woodbury,12,6039,Sioux City Comm School District,336,706,1042,67.8,,317,706,1023,69,,304,704,1008,69.8,,286,641,927,69.1,,294,676,970,69.7,,220,702,922,76.1,,241,634,875,72.5,,,
13,Calhoun,05,6091,South Central Calhoun Comm School District,3,48,51,94.1,,8,44,52,84.6,,17,52,69,75.4,,19,50,69,72.5,,10,43,53,81.1,,10,50,60,83.3,,8,59,67,88.1,,,
52,Johnson,10,6093,Solon Comm School District,12,98,110,89.1,,13,77,90,85.6,,13,117,130,90,,8,82,90,91.1,,15,103,118,87.3,,11,95,106,89.6,,12,96,108,88.9,,,
91,Warren,11,6094,Southeast Warren Comm School District,9,30,39,76.9,,11,33,44,75,,3,20,23,87,,4,32,36,88.9,,9,26,35,74.3,,7,30,37,81.1,,3,37,40,92.5,,,
40,Hamilton,05,6095,South Hamilton Comm School District,8,38,46,82.6,,6,34,40,85,,7,44,51,86.3,,10,31,41,75.6,,10,43,53,81.1,,14,45,59,76.3,,4,58,62,93.5,,,
94,Webster,05,6096,Southeast Webster Grand Comm School District,12,16,28,57.1,,4,37,41,90.2,,15,55,70,78.6,,19,46,65,70.8,,28,61,89,68.5,,17,53,70,75.7,,0,0,0,,,,
73,Page,13,6097,South Page Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,1,10,11,90.9,,small N,small N,small N,small N,,3,7,10,70,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
86,Tama,07,6098,South Tama County,47,47,94,50,,26,68,94,72.3,,38,70,108,64.8,,29,57,86,66.3,,36,68,104,65.4,,27,78,105,74.3,,31,73,104,70.2,,,
