,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
36,Fremont,13,2772,Hamburg Comm School District,2,12,14,85.7,,3,12,15,80.0,,4,9,13,69.2,,7,10,17,58.8,,2,9,11,81.8,,small N,small N,small N,small N,,small N,small N,small N,small N,,,
35,Franklin,07,2781,Hampton-Dumont Comm School District,16,70,86,81.4,,22,72,94,76.6,,20,59,79,74.7,,31,46,77,59.7,,8,86,94,91.5,,15,58,73,79.5,,8,62,70,88.6,,,
83,Shelby,13,2826,Harlan Comm School District,14,79,93,84.9,,22,78,100,78.0,,8,76,84,90.5,,9,88,97,90.7,,2,100,102,98.0,,23,112,135,83.0,,7,126,133,94.7,,,
89,Van Buren,15,2834,Harmony Comm School District,0,17,17,100.0,,2,12,14,85.7,,12,13,25,52.0,,6,10,16,62.5,,0,0,0,,,0,0,0,,,0,0,0,,,,
30,Dickinson,05,2846,Harris-Lake Park Comm School District,2,14,16,87.5,,4,27,31,87.1,,5,24,29,82.8,,3,18,21,85.7,,3,20,23,87.0,,6,28,34,82.4,,0,19,19,100.0,,,
71,O'Brien,12,2862,Hartley-Melvin-Sanborn Comm School District,6,29,35,82.9,,8,34,42,81.0,,14,40,54,74.1,,18,31,49,63.3,,3,29,32,90.6,,12,30,42,71.4,,7,27,34,79.4,,,
92,Washington,10,2977,Highland Comm School District,16,24,40,60.0,,15,30,45,66.7,,9,41,50,82.0,,5,37,42,88.1,,5,43,48,89.6,,6,35,41,85.4,,6,38,44,86.4,,,
75,Plymouth,12,2988,Hinton Comm School District,5,45,50,90.0,,11,56,67,83.6,,11,37,48,77.1,,11,48,59,81.4,,6,56,62,90.3,,7,40,47,85.1,,8,40,48,83.3,,,
45,Howard,01,3029,Howard-Winneshiek Comm School District,14,56,70,80.0,,17,58,75,77.3,,8,49,57,86.0,,19,65,84,77.4,,9,66,75,88.0,,19,57,76,75.0,,12,77,89,86.5,,,
42,Hardin,07,3033,Hubbard-Radcliffe Comm School District,6,20,26,76.9,,5,31,36,86.1,,3,13,16,81.3,,8,57,65,87.7,,10,50,60,83.3,,12,48,60,80.0,,0,0,0,,,,
07,Black Hawk,07,3042,Hudson Comm School District,11,41,52,78.8,,9,47,56,83.9,,12,45,57,78.9,,7,36,43,83.7,,7,46,53,86.8,,10,54,64,84.4,,1,43,44,97.7,,,
46,Humboldt,05,3060,Humboldt Comm School District,15,63,78,80.8,,10,65,75,86.7,,10,78,88,88.6,,26,81,107,75.7,,15,85,100,85.0,,22,84,106,79.2,,5,96,101,95.0,,,
10,Buchanan,07,3105,Independence Comm School District,15,76,91,83.5,,10,83,93,89.2,,7,81,88,92.0,,12,82,94,87.2,,9,83,92,90.2,,21,69,90,76.7,,12,95,107,88.8,,,
91,Warren,11,3114,Indianola Comm School District,35,206,241,85.5,,28,221,249,88.8,,25,219,244,89.8,,31,200,231,86.6,,28,210,238,88.2,,56,230,286,80.4,,34,206,240,85.8,,,
61,Madison,11,3119,Interstate 35 Comm School District,9,51,60,85.0,,11,52,63,82.5,,17,53,70,75.7,,14,46,60,76.7,,9,50,59,84.7,,10,40,50,80.0,,8,59,67,88.1,,,
52,Johnson,10,3141,Iowa City Comm School District,300,702,1002,70.1,,249,710,959,74.0,,263,677,940,72.0,,215,673,888,75.8,,182,768,950,80.8,,243,654,897,72.9,,133,737,870,84.7,,,
42,Hardin,07,3150,Iowa Falls Comm School District,11,54,65,83.1,,18,52,70,74.3,,16,65,81,80.2,,0,0,0,,,10,78,88,88.6,,16,76,92,82.6,,16,80,96,83.3,,,
48,Iowa,10,3154,Iowa Valley Comm School District,9,28,37,75.7,,2,34,36,94.4,,5,31,36,86.1,,3,32,35,91.4,,4,37,41,90.2,,7,26,33,78.8,,3,25,28,89.3,,,
14,Carroll,13,3168,IKM-Manning Comm School District,4,31,35,88.6,,3,36,39,92.3,,8,36,44,81.8,,8,32,40,80.0,,7,47,54,87.0,,12,33,45,73.3,,8,35,43,81.4,,,
09,Bremer,07,3186,Janesville Consolidated School District,6,12,18,66.7,,9,22,31,71.0,,2,15,17,88.2,,9,15,24,62.5,,1,23,24,95.8,,3,23,26,88.5,,4,23,27,85.2,,,
37,Greene,05,3195,Greene County Comm School District,13,65,78,83.3,,17,71,88,80.7,,28,62,90,68.9,,17,60,77,77.9,,16,59,75,78.7,,19,80,99,80.8,,9,85,94,90.4,,,
10,Buchanan,07,3204,Jesup Comm School District,14,59,73,80.8,,16,69,85,81.2,,18,62,80,77.5,,14,54,68,79.4,,5,69,74,93.2,,7,53,60,88.3,,3,46,49,93.9,,,
77,Polk,11,3231,Johnston Comm School District,41,405,446,90.8,,40,430,470,91.5,,41,430,471,91.3,,45,441,486,90.7,,23,481,504,95.4,,54,459,513,89.5,,38,430,468,91.9,,,
56,Lee,15,3312,Keokuk Comm School District,40,89,129,69.0,,46,93,139,66.9,,33,83,116,71.6,,38,70,108,64.8,,27,89,116,76.7,,44,61,105,58.1,,34,91,125,72.8,,,
54,Keokuk,15,3330,Keota Comm School District,6,18,24,75.0,,3,24,27,88.9,,9,19,28,67.9,,3,15,18,83.3,,1,9,10,90.0,,6,21,27,77.8,,3,17,20,85.0,,,
75,Plymouth,12,3348,Kingsley-Pierson Comm School District,4,25,29,86.2,,1,27,28,96.4,,9,20,29,69.0,,11,30,41,73.2,,3,22,25,88.0,,10,28,38,73.7,,6,31,37,83.8,,,
63,Marion,11,3375,Knoxville Comm School District,28,89,117,76.1,,38,88,126,69.8,,31,86,117,73.5,,30,80,110,72.7,,14,91,105,86.7,,14,94,108,87.0,,15,93,108,86.1,,,
95,Winnebago,07,3420,Lake Mills Comm School District,11,33,44,75.0,,10,46,56,82.1,,10,46,56,82.1,,14,33,47,70.2,,5,35,40,87.5,,12,40,52,76.9,,4,47,51,92.2,,,
27,Decatur,13,3465,Lamoni Comm School District,8,13,21,61.9,,8,11,19,57.9,,9,13,22,59.1,,8,17,25,68.0,,3,26,29,89.7,,5,24,29,82.8,,6,21,27,77.8,,,
76,Pocahontas,05,3537,Laurens-Marathon Comm School District,5,7,12,58.3,,11,6,17,35.3,,5,10,15,66.7,,6,12,18,66.7,,small N,small N,small N,small N,,6,7,13,53.8,,small N,small N,small N,small N,,,
97,Woodbury,12,3555,Lawton-Bronson Comm School District,1,35,36,97.2,,4,46,50,92.0,,2,40,42,95.2,,2,36,38,94.7,,4,41,45,91.1,,4,38,42,90.5,,5,30,35,85.7,,,
75,Plymouth,12,3600,Le Mars Comm School District,25,134,159,84.3,,25,131,156,84.0,,22,125,147,85.0,,14,117,131,89.3,,9,128,137,93.4,,19,143,162,88.3,,19,132,151,87.4,,,
87,Taylor,13,3609,Lenox Comm School District,4,37,41,90.2,,3,26,29,89.7,,5,27,32,84.4,,1,35,36,97.2,,5,35,40,87.5,,5,22,27,81.5,,6,24,30,80.0,,,
78,Pottawattamie,13,3645,Lewis Central Comm School District,58,141,199,70.9,,41,151,192,78.6,,53,155,208,74.5,,59,127,186,68.3,,48,175,223,78.5,,56,138,194,71.1,,33,192,225,85.3,,,
16,Cedar,10,3691,North Cedar Comm School District,12,35,47,74.5,,5,29,34,85.3,,10,40,50,80.0,,14,37,51,72.5,,10,36,46,78.3,,17,32,49,65.3,,10,46,56,82.1,,,
57,Linn,10,3715,Linn-Mar Comm School District,89,414,503,82.3,,67,470,537,87.5,,69,472,541,87.2,,69,449,518,86.7,,47,480,527,91.1,,73,465,538,86.4,,64,428,492,87.0,,,
57,Linn,10,3744,Lisbon Comm School District,7,45,52,86.5,,14,36,50,72.0,,8,46,54,85.2,,3,43,46,93.5,,4,34,38,89.5,,2,49,51,96.1,,7,38,45,84.4,,,
43,Harrison,13,3798,Logan-Magnolia Comm School District,5,45,50,90.0,,3,42,45,93.3,,10,36,46,78.3,,9,36,45,80.0,,0,40,40,100.0,,3,41,44,93.2,,7,51,58,87.9,,,
52,Johnson,10,3816,Lone Tree Comm School District,8,29,37,78.4,,7,29,36,80.6,,8,18,26,69.2,,18,21,39,53.8,,12,27,39,69.2,,13,26,39,66.7,,5,24,29,82.8,,,
58,Louisa,09,3841,Louisa-Muscatine Comm School District,6,49,55,89.1,,15,40,55,72.7,,16,40,56,71.4,,8,49,57,86.0,,7,57,64,89.1,,16,43,59,72.9,,6,53,59,89.8,,,
55,Kossuth,05,3897,LuVerne Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,4,12,16,75.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
50,Jasper,11,3906,Lynnville-Sully Comm School District,5,28,33,84.8,,6,27,33,81.8,,12,20,32,62.5,,6,39,45,86.7,,1,32,33,97.0,,3,35,38,92.1,,1,35,36,97.2,,,
08,Boone,11,3942,Madrid Comm School District,11,37,48,77.1,,4,35,39,89.7,,10,48,58,82.8,,12,33,45,73.3,,6,35,41,85.4,,11,51,62,82.3,,7,41,48,85.4,,,
65,Mills,13,3978,East Mills Comm School District,7,17,24,70.8,,4,30,34,88.2,,10,27,37,73.0,,6,28,34,82.4,,7,21,28,75.0,,9,22,31,71.0,,2,22,24,91.7,,,
13,Calhoun,05,4023,Manson Northwest Webster Comm School District,10,31,41,75.6,,18,43,61,70.5,,18,34,52,65.4,,6,45,51,88.2,,9,47,56,83.9,,5,43,48,89.6,,7,42,49,85.7,,,
67,Monona,12,4033,Maple Valley-Anthon Oto Comm School District,15,32,47,68.1,,10,32,42,76.2,,18,33,51,64.7,,15,32,47,68.1,,9,30,39,76.9,,15,19,34,55.9,,7,33,40,82.5,,,
49,Jackson,09,4041,Maquoketa Comm School District,19,59,78,75.6,,34,55,89,61.8,,25,50,75,66.7,,22,56,78,71.8,,17,71,88,80.7,,26,73,99,73.7,,13,87,100,87.0,,,
28,Delaware,01,4043,Maquoketa Valley Comm School District,3,47,50,94.0,,4,42,46,91.3,,5,40,45,88.9,,5,37,42,88.1,,0,47,47,100.0,,8,48,56,85.7,,4,47,51,92.2,,,
18,Cherokee,12,4068,Marcus-Meriden-Cleghorn Comm School District,2,24,26,92.3,,3,22,25,88.0,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,5,18,23,78.3,,,
57,Linn,10,4086,Marion Independent School District,32,114,146,78.1,,20,98,118,83.1,,40,102,142,71.8,,36,117,153,76.5,,13,125,138,90.6,,23,130,153,85.0,,18,144,162,88.9,,,
64,Marshall,07,4104,Marshalltown Comm School District,140,224,364,61.5,,117,210,327,64.2,,141,183,324,56.5,,100,220,320,68.8,,97,226,323,70.0,,97,164,261,62.8,,89,238,327,72.8,,,
91,Warren,11,4122,Martensdale-St Marys Comm School District,5,25,30,83.3,,3,26,29,89.7,,11,34,45,75.6,,4,25,29,86.2,,7,31,38,81.6,,7,36,43,83.7,,7,37,44,84.1,,,
17,Cerro Gordo,07,4131,Mason City Comm School District,99,203,302,67.2,,89,196,285,68.8,,109,171,280,61.1,,82,168,250,67.2,,50,219,269,81.4,,50,181,231,78.4,,55,176,231,76.2,,,
84,Sioux,12,4149,MOC-Floyd Valley Comm School District,2,109,111,98.2,,4,79,83,95.2,,14,94,108,87.0,,18,90,108,83.3,,4,93,97,95.9,,18,58,76,76.3,,9,82,91,90.1,,,
29,Des Moines,15,4203,Mediapolis Comm School District,9,57,66,86.4,,8,48,56,85.7,,5,56,61,91.8,,9,46,55,83.6,,7,45,52,86.5,,9,45,54,83.3,,6,47,53,88.7,,,
63,Marion,11,4212,Melcher-Dallas Comm School District,15,18,33,54.5,,10,22,32,68.8,,6,11,17,64.7,,6,21,27,77.8,,3,22,25,88.0,,6,20,26,76.9,,5,16,21,76.2,,,
53,Jones,10,4269,Midland Comm School District,9,21,30,70.0,,11,28,39,71.8,,9,22,31,71.0,,11,24,35,68.6,,8,23,31,74.2,,7,23,30,76.7,,10,17,27,63.0,,,
92,Washington,10,4271,Mid-Prairie Comm School District,23,75,98,76.5,,17,76,93,81.7,,20,76,96,79.2,,14,88,102,86.3,,17,85,102,83.3,,18,75,93,80.6,,11,69,80,86.3,,,
43,Harrison,13,4356,Missouri Valley Comm School District,14,37,51,72.5,,28,31,59,52.5,,13,42,55,76.4,,17,37,54,68.5,,9,42,51,82.4,,20,50,70,71.4,,10,61,71,85.9,,,
22,Clayton,01,4419,MFL MarMac Comm School District,33,34,67,50.7,,10,45,55,81.8,,12,49,61,80.3,,14,37,51,72.5,,12,40,52,76.9,,12,34,46,73.9,,3,40,43,93.0,,,
79,Poweshiek,07,4437,Montezuma Comm School District,2,35,37,94.6,,6,32,38,84.2,,5,27,32,84.4,,4,26,30,86.7,,3,31,34,91.2,,5,27,32,84.4,,2,36,38,94.7,,,
53,Jones,10,4446,Monticello Comm School District,16,53,69,76.8,,14,46,60,76.7,,4,65,69,94.2,,27,67,94,71.3,,17,59,76,77.6,,20,73,93,78.5,,5,77,82,93.9,,,
04,Appanoose,15,4491,Moravia Comm School District,1,26,27,96.3,,2,18,20,90.0,,3,24,27,88.9,,2,24,26,92.3,,5,15,20,75.0,,11,20,31,64.5,,5,16,21,76.2,,,
93,Wayne,13,4505,Mormon Trail Comm School District,4,8,12,66.7,,3,11,14,78.6,,5,11,16,68.8,,5,11,16,68.8,,4,14,18,77.8,,8,8,16,50.0,,1,9,10,90.0,,,
58,Louisa,15,4509,Morning Sun Comm School District,4,16,20,80.0,,4,11,15,73.3,,1,11,12,91.7,,1,15,16,93.8,,small N,small N,small N,small N,,7,8,15,53.3,,4,11,15,73.3,,,
04,Appanoose,15,4518,Moulton-Udell Comm School District,2,11,13,84.6,,6,10,16,62.5,,7,9,16,56.3,,2,8,10,80.0,,2,10,12,83.3,,4,12,16,75.0,,0,11,11,100.0,,,
80,Ringgold,13,4527,Mount Ayr Comm School District,5,40,45,88.9,,5,46,51,90.2,,5,35,40,87.5,,2,53,55,96.4,,3,36,39,92.3,,11,35,46,76.1,,2,42,44,95.5,,,
44,Henry,15,4536,Mount Pleasant Comm School District,31,106,137,77.4,,35,100,135,74.1,,33,82,115,71.3,,42,106,148,71.6,,24,94,118,79.7,,51,90,141,63.8,,24,108,132,81.8,,,
57,Linn,10,4554,Mount Vernon Comm School District,11,94,105,89.5,,18,75,93,80.6,,13,81,94,86.2,,15,87,102,85.3,,6,82,88,93.2,,10,87,97,89.7,,11,79,90,87.8,,,
20,Clarke,13,4572,Murray Comm School District,1,17,18,94.4,,4,19,23,82.6,,5,17,22,77.3,,9,19,28,67.9,,3,20,23,87.0,,7,16,23,69.6,,1,19,20,95.0,,,
70,Muscatine,09,4581,Muscatine Comm School District,90,290,380,76.3,,103,244,347,70.3,,120,251,371,67.7,,144,208,352,59.1,,78,264,342,77.2,,118,255,373,68.4,,73,264,337,78.3,,,
09,Bremer,07,4599,Nashua-Plainfield Comm School District,11,39,50,78.0,,6,42,48,87.5,,13,26,39,66.7,,2,37,39,94.9,,6,36,42,85.7,,8,37,45,82.2,,9,48,57,84.2,,,
85,Story,11,4617,Nevada Comm School District,17,92,109,84.4,,19,91,110,82.7,,31,78,109,71.6,,28,79,107,73.8,,22,83,105,79.0,,28,86,114,75.4,,23,84,107,78.5,,,
11,Buena Vista,05,4644,Newell-Fonda Comm School District,2,27,29,93.1,,12,25,37,67.6,,2,23,25,92.0,,15,29,44,65.9,,6,33,39,84.6,,2,26,28,92.9,,9,42,51,82.4,,,
19,Chickasaw,01,4662,New Hampton Comm School District,9,47,56,83.9,,5,57,62,91.9,,17,56,73,76.7,,7,65,72,90.3,,6,45,51,88.2,,12,56,68,82.4,,18,66,84,78.6,,,
44,Henry,15,4689,New London Comm School District,13,24,37,64.9,,3,31,34,91.2,,3,23,26,88.5,,11,36,47,76.6,,10,28,38,73.7,,7,26,33,78.8,,5,33,38,86.8,,,
50,Jasper,11,4725,Newton Comm School District,43,154,197,78.2,,36,162,198,81.8,,29,162,191,84.8,,43,159,202,78.7,,24,170,194,87.6,,64,147,211,69.7,,42,155,197,78.7,,,
98,Worth,07,4772,Central Springs Comm School District,11,42,53,79.2,,9,41,50,82.0,,8,40,48,83.3,,11,34,45,75.6,,5,62,67,92.5,,5,35,40,87.5,,5,46,51,90.2,,,
23,Clinton,09,4773,Northeast Comm School District,5,41,46,89.1,,7,52,59,88.1,,8,57,65,87.7,,8,39,47,83.0,,2,48,50,96.0,,5,52,57,91.2,,8,66,74,89.2,,,
33,Fayette,01,4774,North Fayette Comm School District,13,39,52,75.0,,10,38,48,79.2,,7,40,47,85.1,,11,43,54,79.6,,0,0,0,,,0,0,0,,,8,78,86,90.7,,,
40,Hamilton,05,4775,Northeast Hamilton Comm School District,1,11,12,91.7,,1,10,11,90.9,,4,9,13,69.2,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
62,Mahaska,15,4776,North Mahaska Comm School District,3,35,38,92.1,,7,41,48,85.4,,6,20,26,76.9,,5,33,38,86.8,,1,35,36,97.2,,3,25,28,89.3,,12,27,39,69.2,,,
57,Linn,10,4777,North Linn Comm School District,16,31,47,66.0,,4,32,36,88.9,,1,41,42,97.6,,4,38,42,90.5,,6,47,53,88.7,,12,45,57,78.9,,6,35,41,85.4,,,
55,Kossuth,05,4778,North Kossuth Comm School District,2,11,13,84.6,,5,16,21,76.2,,5,21,26,80.8,,6,30,36,83.3,,8,39,47,83.0,,13,33,46,71.7,,0,0,0,,,,
77,Polk,11,4779,North Polk Comm School District,9,118,127,92.9,,8,128,136,94.1,,4,117,121,96.7,,12,109,121,90.1,,4,98,102,96.1,,8,119,127,93.7,,10,90,100,90.0,,,
82,Scott,09,4784,North Scott Comm School District,22,184,206,89.3,,17,191,208,91.8,,28,196,224,87.5,,33,200,233,85.8,,25,191,216,88.4,,41,187,228,82.0,,29,196,225,87.1,,,
86,Tama,07,4785,North Tama County Comm School District,2,22,24,91.7,,1,32,33,97.0,,8,26,34,76.5,,3,27,30,90.0,,6,29,35,82.9,,9,27,36,75.0,,6,26,32,81.3,,,
96,Winneshiek,01,4787,North Winneshiek Comm School District,2,16,18,88.9,,small N,small N,small N,small N,,0,13,13,100.0,,2,10,12,83.3,,1,12,13,92.3,,1,9,10,90.0,,0,0,0,,,,
98,Worth,07,4788,Northwood-Kensett Comm School District,8,31,39,79.5,,12,30,42,71.4,,6,31,37,83.8,,6,23,29,79.3,,3,34,37,91.9,,11,29,40,72.5,,3,36,39,92.3,,,
91,Warren,11,4797,Norwalk Comm School District,19,182,201,90.5,,31,152,183,83.1,,30,182,212,85.8,,36,189,225,84.0,,14,192,206,93.2,,19,144,163,88.3,,19,178,197,90.4,,,
81,Sac,05,4860,Odebolt-Arthur Comm School District,0,15,15,100.0,,4,20,24,83.3,,4,20,24,83.3,,20,48,68,70.6,,4,61,65,93.8,,7,60,67,89.6,,0,0,0,,,,
33,Fayette,01,4869,Oelwein Comm School District,25,50,75,66.7,,27,57,84,67.9,,41,55,96,57.3,,30,54,84,64.3,,20,56,76,73.7,,34,49,83,59.0,,12,51,63,81.0,,,
08,Boone,11,4878,Ogden Comm School District,4,46,50,92.0,,7,39,46,84.8,,10,48,58,82.8,,5,36,41,87.8,,5,36,41,87.8,,7,46,53,86.8,,5,51,56,91.1,,,
30,Dickinson,05,4890,Okoboji Comm School District,9,61,70,87.1,,7,61,68,89.7,,7,65,72,90.3,,20,54,74,73.0,,8,66,74,89.2,,12,51,63,81.0,,7,46,53,86.8,,,
53,Jones,10,4905,Olin Consolidated School District,0,10,10,100.0,,3,11,14,78.6,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
01,Adair,13,4978,Orient-Macksburg Comm School District,small N,small N,small N,small N,,small N,small N,small N,small N,,0,12,12,100.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,2,8,10,80.0,,,
66,Mitchell,07,4995,Osage Comm School District,11,62,73,84.9,,17,44,61,72.1,,11,51,62,82.3,,12,63,75,84.0,,8,49,57,86.0,,14,45,59,76.3,,5,64,69,92.8,,,
62,Mahaska,15,5013,Oskaloosa Comm School District,45,114,159,71.7,,36,104,140,74.3,,59,105,164,64.0,,44,111,155,71.6,,28,118,146,80.8,,77,98,175,56.0,,49,109,158,69.0,,,
90,Wapello,15,5049,Ottumwa Comm School District,89,206,295,69.8,,107,235,342,68.7,,131,165,296,55.7,,102,205,307,66.8,,72,222,294,75.5,,73,199,272,73.2,,55,211,266,79.3,,,
39,Guthrie,11,5121,Panorama Comm School District,13,27,40,67.5,,7,31,38,81.6,,8,39,47,83.0,,9,38,47,80.9,,17,48,65,73.8,,12,51,63,81.0,,7,45,52,86.5,,,
37,Greene,05,5139,Paton-Churdan Comm School District,2,17,19,89.5,,1,10,11,90.9,,small N,small N,small N,small N,,1,11,12,91.7,,1,16,17,94.1,,2,10,12,83.3,,1,11,12,91.7,,,
50,Jasper,11,5160,PCM Comm School District,13,71,84,84.5,,10,63,73,86.3,,20,49,69,71.0,,14,55,69,79.7,,5,59,64,92.2,,11,74,85,87.1,,6,57,63,90.5,,,
54,Keokuk,15,5163,Pekin Comm School District,2,51,53,96.2,,2,32,34,94.1,,3,33,36,91.7,,6,51,57,89.5,,1,40,41,97.6,,12,38,50,76.0,,12,42,54,77.8,,,
63,Marion,11,5166,Pella Comm School District,29,150,179,83.8,,17,134,151,88.7,,19,144,163,88.3,,16,151,167,90.4,,9,131,140,93.6,,26,136,162,84.0,,10,143,153,93.5,,,
25,Dallas,11,5184,Perry Comm School District,27,80,107,74.8,,39,73,112,65.2,,28,83,111,74.8,,23,68,91,74.7,,30,86,116,74.1,,26,68,94,72.3,,40,107,147,72.8,,,
82,Scott,09,5250,Pleasant Valley Comm School District,22,276,298,92.6,,23,317,340,93.2,,21,316,337,93.8,,11,313,324,96.6,,21,316,337,93.8,,31,285,316,90.2,,26,323,349,92.6,,,
63,Marion,11,5256,Pleasantville Comm School District,4,45,49,91.8,,4,45,49,91.8,,4,49,53,92.5,,7,41,48,85.4,,5,45,50,90.0,,7,38,45,84.4,,9,49,58,84.5,,,
76,Pocahontas,05,5283,Pocahontas Area Comm School District,6,30,36,83.3,,10,27,37,73.0,,5,26,31,83.9,,6,41,47,87.2,,5,47,52,90.4,,10,42,52,80.8,,11,33,44,75.0,,,
03,Allamakee,01,5310,Postville Comm School District,19,27,46,58.7,,23,43,66,65.2,,23,29,52,55.8,,22,23,45,51.1,,19,32,51,62.7,,16,30,46,65.2,,27,21,48,43.8,,,
94,Webster,05,5325,,9,37,46,80.4,,3,37,40,92.5,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,12,52,64,81.3,,,
69,Montgomery,13,5463,Red Oak Comm School District,9,57,66,86.4,,19,68,87,78.2,,13,58,71,81.7,,13,53,66,80.3,,17,64,81,79.0,,19,51,70,72.9,,8,62,70,88.6,,,
75,Plymouth,12,5486,Remsen-Union Comm School District,5,16,21,76.2,,7,24,31,77.4,,13,18,31,58.1,,8,13,21,61.9,,1,15,16,93.8,,5,10,15,66.7,,0,0,0,,,,
45,Howard,01,5508,Riceville Comm School District,3,20,23,87.0,,1,28,29,96.6,,6,16,22,72.7,,4,15,19,78.9,,2,22,24,91.7,,2,23,25,92.0,,7,18,25,72.0,,,
78,Pottawattamie,13,5510,Riverside Comm School District,9,39,48,81.3,,6,32,38,84.2,,14,32,46,69.6,,11,38,49,77.6,,8,19,27,70.4,,14,27,41,65.9,,8,27,35,77.1,,,
84,Sioux,12,5607,Rock Valley Comm School District,8,51,59,86.4,,8,51,59,86.4,,15,53,68,77.9,,15,48,63,76.2,,6,48,54,88.9,,9,44,53,83.0,,5,43,48,89.6,,,
85,Story,11,5643,Roland-Story Comm School District,10,59,69,85.5,,12,65,77,84.4,,17,67,84,79.8,,12,60,72,83.3,,6,60,66,90.9,,11,68,79,86.1,,6,76,82,92.7,,,
34,Floyd,07,5697,Rudd-Rockford-Marble Rk Comm School District,8,20,28,71.4,,4,29,33,87.9,,6,23,29,79.3,,7,20,27,74.1,,6,26,32,81.3,,7,29,36,80.6,,8,36,44,81.8,,,
74,Palo Alto,05,5724,Ruthven-Ayrshire Comm School District,1,11,12,91.7,,0,11,11,100.0,,4,10,14,71.4,,6,9,15,60.0,,3,7,10,70.0,,5,8,13,61.5,,3,11,14,78.6,,,
66,Mitchell,07,5751,St Ansgar Comm School District,1,44,45,97.8,,6,29,35,82.9,,11,33,44,75.0,,4,37,41,90.2,,2,41,43,95.3,,3,47,50,94.0,,3,48,51,94.1,,,
77,Polk,11,5805,Saydel Comm School District,30,61,91,67.0,,21,64,85,75.3,,21,59,80,73.8,,23,71,94,75.5,,26,64,90,71.1,,26,61,87,70.1,,30,62,92,67.4,,,
81,Sac,05,5823,Schaller-Crestland Comm School District,1,32,33,97.0,,5,19,24,79.2,,6,22,28,78.6,,8,41,49,83.7,,4,50,54,92.6,,7,35,42,83.3,,0,0,0,,,,
24,Crawford,12,5832,Schleswig Comm School District,4,22,26,84.6,,0,18,18,100.0,,1,14,15,93.3,,1,17,18,94.4,,small N,small N,small N,small N,,2,16,18,88.9,,0,0,0,,,,
97,Woodbury,12,5877,Sergeant Bluff-Luton Comm School District,25,87,112,77.7,,25,110,135,81.5,,34,70,104,67.3,,17,104,121,86.0,,17,97,114,85.1,,28,95,123,77.2,,8,100,108,92.6,,,
93,Wayne,15,5895,Seymour Comm School District,9,14,23,60.9,,3,13,16,81.3,,6,14,20,70.0,,6,17,23,73.9,,1,15,16,93.8,,3,14,17,82.4,,2,9,11,81.8,,,
17,Cerro Gordo,07,5922,West Fork CSD,10,34,44,77.3,,15,37,52,71.2,,9,31,40,77.5,,13,30,43,69.8,,11,36,47,76.6,,22,29,51,56.9,,11,37,48,77.1,,,
71,O'Brien,12,5949,Sheldon Comm School District,7,57,64,89.1,,10,58,68,85.3,,10,58,68,85.3,,6,64,70,91.4,,3,70,73,95.9,,6,64,70,91.4,,13,71,84,84.5,,,
73,Page,13,5976,Shenandoah Comm School District,10,58,68,85.3,,8,66,74,89.2,,8,65,73,89.0,,14,43,57,75.4,,16,51,67,76.1,,19,49,68,72.1,,12,52,64,81.3,,,
72,Osceola,12,5994,Sibley-Ocheyedan Comm School District,7,52,59,88.1,,4,44,48,91.7,,13,47,60,78.3,,12,51,63,81.0,,5,51,56,91.1,,15,51,66,77.3,,9,48,57,84.2,,,
36,Fremont,13,6003,Sidney Comm School District,5,12,17,70.6,,8,11,19,57.9,,2,18,20,90.0,,2,23,25,92.0,,0,23,23,100.0,,5,26,31,83.9,,2,24,26,92.3,,,
54,Keokuk,15,6012,Sigourney Comm School District,4,24,28,85.7,,10,28,38,73.7,,3,24,27,88.9,,8,37,45,82.2,,3,35,38,92.1,,9,35,44,79.5,,7,32,39,82.1,,,
84,Sioux,12,6030,Sioux Center Comm School District,8,85,93,91.4,,10,79,89,88.8,,35,66,101,65.3,,28,67,95,70.5,,9,70,79,88.6,,14,64,78,82.1,,7,77,84,91.7,,,
11,Buena Vista,05,6035,Sioux Central Comm School District,15,32,47,68.1,,8,23,31,74.2,,7,33,40,82.5,,14,38,52,73.1,,14,34,48,70.8,,15,40,55,72.7,,11,52,63,82.5,,,
97,Woodbury,12,6039,Sioux City Comm School District,295,747,1042,71.7,,291,730,1021,71.5,,333,676,1009,67.0,,293,632,925,68.3,,204,764,968,78.9,,252,669,921,72.6,,249,626,875,71.5,,,
13,Calhoun,05,6091,South Central Calhoun Comm School District,1,50,51,98.0,,5,47,52,90.4,,25,44,69,63.8,,18,51,69,73.9,,4,49,53,92.5,,6,54,60,90.0,,6,61,67,91.0,,,
52,Johnson,10,6093,Solon Comm School District,10,100,110,90.9,,12,78,90,86.7,,19,111,130,85.4,,12,78,90,86.7,,15,103,118,87.3,,14,92,106,86.8,,8,99,107,92.5,,,
