,,,,,Grade 3,,,,,Grade 4,,,,,Grade 5,,,,,Grade 6,,,,,Grade 7,,,,,Grade 8,,,,,Grade 11,,,,,,
33,Fayette,01,6175,Starmont,4,33,37,89.2,,6,38,44,86.4,,11,26,37,70.3,,16,32,48,66.7,,13,26,39,66.7,,15,27,42,64.3,,7,38,45,84.4,,,
11,Buena Vista,05,6219,Storm Lake,37,90,127,70.9,,44,100,144,69.4,,72,104,176,59.1,,40,110,150,73.3,,42,112,154,72.7,,54,96,150,64.0,,43,89,132,67.4,,,
40,Hamilton,05,6246,Stratford,small N,small N,small N,small N,,3,11,14,78.6,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
39,Guthrie,11,6264,West Central Valley,12,45,57,78.9,,5,56,61,91.8,,8,46,54,85.2,,6,51,57,89.5,,9,53,62,85.5,,6,54,60,90.0,,9,46,55,83.6,,,
09,Bremer,07,6273,Sumner-Fredericksburg,14,57,71,80.3,,13,49,62,79.0,,12,46,58,79.3,,9,48,57,84.2,,14,45,59,76.3,,17,31,48,64.6,,9,52,61,85.2,,,
16,Cedar,10,6408,Tipton,9,63,72,87.5,,9,55,64,85.9,,19,52,71,73.2,,8,66,74,89.2,,17,60,77,77.9,,13,61,74,82.4,,14,50,64,78.1,,,
78,Pottawattamie,13,6453,Treynor,5,49,54,90.7,,4,59,63,93.7,,6,63,69,91.3,,7,54,61,88.5,,6,58,64,90.6,,6,49,55,89.1,,3,57,60,95.0,,,
78,Pottawattamie,13,6460,Tri-Center,2,42,44,95.5,,6,31,37,83.8,,9,36,45,80.0,,8,38,46,82.6,,12,44,56,78.6,,9,36,45,80.0,,1,54,55,98.2,,,
54,Keokuk,15,6462,Tri-County,1,9,10,90.0,,8,8,16,50.0,,4,20,24,83.3,,7,5,12,41.7,,4,11,15,73.3,,5,11,16,68.8,,1,20,21,95.2,,,
09,Bremer,07,6471,Tripoli,4,14,18,77.8,,5,21,26,80.8,,12,24,36,66.7,,3,17,20,85.0,,9,26,35,74.3,,8,28,36,77.8,,5,23,28,82.1,,,
96,Winneshiek,01,6509,Turkey Valley,4,20,24,83.3,,1,18,19,94.7,,4,18,22,81.8,,3,17,20,85.0,,3,9,12,75.0,,8,28,36,77.8,,5,31,36,86.1,,,
63,Marion,11,6512,Twin Cedars,5,22,27,81.5,,8,23,31,74.2,,3,16,19,84.2,,6,11,17,64.7,,5,14,19,73.7,,11,11,22,50.0,,12,19,31,61.3,,,
46,Humboldt,05,6516,Twin Rivers,small N,small N,small N,small N,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,,
78,Pottawattamie,13,6534,Underwood,4,35,39,89.7,,8,47,55,85.5,,9,36,45,80.0,,13,46,59,78.0,,19,42,61,68.9,,14,45,59,76.3,,10,51,61,83.6,,,
07,Black Hawk,07,6536,Union,8,59,67,88.1,,19,63,82,76.8,,9,45,54,83.3,,26,61,87,70.1,,13,61,74,82.4,,29,73,102,71.6,,32,68,100,68.0,,,
08,Boone,11,6561,United,3,31,34,91.2,,3,21,24,87.5,,2,33,35,94.3,,0,10,10,100.0,,0,0,0,,,0,0,0,,,0,0,0,,,,
77,Polk,11,6579,Urbandale,38,231,269,85.9,,53,213,266,80.1,,31,230,261,88.1,,44,225,269,83.6,,52,229,281,81.5,,46,253,299,84.6,,49,241,290,83.1,,,
33,Fayette,01,6591,Valley,2,22,24,91.7,,6,19,25,76.0,,6,23,29,79.3,,8,17,25,68.0,,17,61,78,78.2,,19,51,70,72.9,,0,0,0,,,,
89,Van Buren,15,6592,Van Buren,8,32,40,80.0,,12,16,28,57.1,,11,29,40,72.5,,22,15,37,40.5,,11,34,45,75.6,,7,35,42,83.3,,10,23,33,69.7,,,
25,Dallas,11,6615,Van Meter,9,44,53,83.0,,11,38,49,77.6,,7,44,51,86.3,,6,41,47,87.2,,11,34,45,75.6,,4,45,49,91.8,,4,40,44,90.9,,,
69,Montgomery,13,6651,Villisca,7,14,21,66.7,,5,11,16,68.8,,7,16,23,69.6,,19,28,47,59.6,,10,32,42,76.2,,14,30,44,68.2,,0,0,0,,,,
06,Benton,10,6660,Vinton-Shellsburg,12,76,88,86.4,,11,103,114,90.4,,14,102,116,87.9,,21,94,115,81.7,,9,93,102,91.2,,26,82,108,75.9,,19,84,103,81.6,,,
44,Henry,15,6700,Waco,2,28,30,93.3,,7,20,27,74.1,,7,24,31,77.4,,7,17,24,70.8,,8,18,26,69.2,,8,27,35,77.1,,6,24,30,80.0,,,
81,Sac,05,6741,East Sac County,14,57,71,80.3,,21,54,75,72.0,,18,41,59,69.5,,13,48,61,78.7,,9,46,55,83.6,,12,45,57,78.9,,15,44,59,74.6,,,
78,Pottawattamie,13,6750,Walnut,4,6,10,60.0,,3,7,10,70.0,,small N,small N,small N,small N,,small N,small N,small N,small N,,0,0,0,,,0,0,0,,,0,0,0,,,,
58,Louisa,15,6759,Wapello,22,19,41,46.3,,9,21,30,70.0,,10,25,35,71.4,,11,21,32,65.6,,8,37,45,82.2,,19,32,51,62.7,,13,43,56,76.8,,,
09,Bremer,07,6762,Wapsie Valley,10,43,53,81.1,,12,49,61,80.3,,12,43,55,78.2,,14,44,58,75.9,,11,39,50,78.0,,7,46,53,86.8,,5,39,44,88.6,,,
92,Washington,10,6768,Washington,25,73,98,74.5,,31,62,93,66.7,,25,80,105,76.2,,32,79,111,71.2,,38,73,111,65.8,,32,99,131,75.6,,23,92,115,80.0,,,
07,Black Hawk,07,6795,Waterloo,369,436,805,54.2,,318,414,732,56.6,,246,463,709,65.3,,270,430,700,61.4,,247,431,678,63.6,,252,392,644,60.9,,188,445,633,70.3,,,
25,Dallas,11,6822,Waukee,86,644,730,88.2,,92,605,697,86.8,,77,586,663,88.4,,72,552,624,88.5,,80,558,638,87.5,,75,537,612,87.7,,46,454,500,90.8,,,
09,Bremer,07,6840,Waverly-Shell Rock,34,127,161,78.9,,15,117,132,88.6,,20,134,154,87.0,,29,120,149,80.5,,23,136,159,85.5,,27,129,156,82.7,,22,122,144,84.7,,,
93,Wayne,15,6854,Wayne,5,35,40,87.5,,3,29,32,90.6,,6,27,33,81.8,,7,34,41,82.9,,19,16,35,45.7,,11,31,42,73.8,,3,31,34,91.2,,,
40,Hamilton,05,6867,Webster City,22,86,108,79.6,,36,80,116,69.0,,25,76,101,75.2,,19,89,108,82.4,,29,80,109,73.4,,39,69,108,63.9,,25,97,122,79.5,,,
74,Palo Alto,05,6921,West Bend-Mallard,4,18,22,81.8,,3,18,21,85.7,,6,10,16,62.5,,3,16,19,84.2,,8,25,33,75.8,,10,13,23,56.5,,10,15,25,60.0,,,
16,Cedar,10,6930,West Branch,10,42,52,80.8,,11,38,49,77.6,,18,38,56,67.9,,15,35,50,70.0,,15,47,62,75.8,,15,44,59,74.6,,6,42,48,87.5,,,
29,Des Moines,15,6937,West Burlington Ind,5,68,73,93.2,,8,46,54,85.2,,11,65,76,85.5,,10,41,51,80.4,,21,45,66,68.2,,16,31,47,66.0,,8,57,65,87.7,,,
33,Fayette,01,6943,West Central,3,13,16,81.3,,1,16,17,94.1,,1,18,19,94.7,,5,14,19,73.7,,2,12,14,85.7,,2,15,17,88.2,,3,15,18,83.3,,,
28,Delaware,01,6950,West Delaware County,16,83,99,83.8,,16,86,102,84.3,,19,81,100,81.0,,15,82,97,84.5,,14,94,108,87.0,,11,99,110,90.0,,17,91,108,84.3,,,
77,Polk,11,6957,West Des Moines,126,473,599,79.0,,110,482,592,81.4,,119,477,596,80.0,,114,470,584,80.5,,101,547,648,84.4,,87,592,679,87.2,,117,536,653,82.1,,,
31,Dubuque,01,6961,Western Dubuque,36,154,190,81.1,,53,164,217,75.6,,34,181,215,84.2,,31,164,195,84.1,,40,175,215,81.4,,36,178,214,83.2,,83,221,304,72.7,,,
43,Harrison,13,6969,West Harrison,5,12,17,70.6,,4,13,17,76.5,,4,11,15,73.3,,3,19,22,86.4,,4,20,24,83.3,,7,13,20,65.0,,8,18,26,69.2,,,
70,Muscatine,09,6975,West Liberty,12,63,75,84.0,,33,49,82,59.8,,30,41,71,57.7,,24,65,89,73.0,,21,52,73,71.2,,11,74,85,87.1,,19,63,82,76.8,,,
60,Lyon,12,6983,West Lyon,10,73,83,88.0,,9,58,67,86.6,,5,65,70,92.9,,13,64,77,83.1,,11,51,62,82.3,,21,38,59,64.4,,1,54,55,98.2,,,
64,Marshall,07,6985,West Marshall,5,69,74,93.2,,6,62,68,91.2,,14,55,69,79.7,,11,57,68,83.8,,15,54,69,78.3,,5,64,69,92.8,,5,55,60,91.7,,,
67,Monona,12,6987,West Monona,9,28,37,75.7,,17,38,55,69.1,,13,37,50,74.0,,15,39,54,72.2,,20,32,52,61.5,,13,37,50,74.0,,12,34,46,73.9,,,
84,Sioux,12,6990,West Sioux,18,38,56,67.9,,20,34,54,63.0,,16,43,59,72.9,,10,42,52,80.8,,13,41,54,75.9,,17,43,60,71.7,,8,20,28,71.4,,,
97,Woodbury,12,6992,Westwood,6,44,50,88.0,,8,34,42,81.0,,5,31,36,86.1,,6,35,41,85.4,,7,16,23,69.6,,15,28,43,65.1,,14,34,48,70.8,,,
67,Monona,12,7002,Whiting,1,13,14,92.9,,6,12,18,66.7,,0,21,21,100.0,,5,9,14,64.3,,3,11,14,78.6,,small N,small N,small N,small N,,1,12,13,92.3,,,
48,Iowa,10,7029,Williamsburg,18,54,72,75.0,,15,66,81,81.5,,16,65,81,80.2,,18,55,73,75.3,,16,59,75,78.7,,22,39,61,63.9,,5,82,87,94.3,,,
70,Muscatine,09,7038,Wilton,13,62,75,82.7,,12,41,53,77.4,,4,52,56,92.9,,10,45,55,81.8,,20,41,61,67.2,,11,35,46,76.1,,7,46,53,86.8,,,
44,Henry,15,7047,Winfield-Mt Union,5,15,20,75.0,,13,15,28,53.6,,3,21,24,87.5,,3,23,26,88.5,,6,24,30,80.0,,11,14,25,56.0,,4,28,32,87.5,,,
61,Madison,11,7056,Winterset,29,90,119,75.6,,26,88,114,77.2,,14,109,123,88.6,,23,107,130,82.3,,16,80,96,83.3,,18,121,139,87.1,,20,103,123,83.7,,,
43,Harrison,13,7092,Woodbine,4,35,39,89.7,,6,26,32,81.3,,9,19,28,67.9,,7,28,35,80.0,,8,26,34,76.5,,2,22,24,91.7,,9,12,21,57.1,,,
97,Woodbury,12,7098,Woodbury Central,6,37,43,86.0,,10,34,44,77.3,,11,26,37,70.3,,7,33,40,82.5,,13,32,45,71.1,,9,28,37,75.7,,9,34,43,79.1,,,
25,Dallas,11,7110,Woodward-Granger,11,57,68,83.8,,4,52,56,92.9,,3,54,57,94.7,,11,40,51,78.4,,7,52,59,88.1,,10,45,55,81.8,,6,46,52,88.5,,,
,,,,State Total,7790,25939,33729,76.9,,8142,25248,33390,75.6,,7628,25361,32989,76.9,,8107,24502,32609,75.1,,7976,24942,32918,75.8,,7934,24843,32777,75.8,,6672,25292,31964,79.1,,,
